tweet_id,text,score,rank,point,class,Calibrated score,log_score
7.5112e+17,Start my first day of work today :),0.991052806,1,0,1,0.8638619302413851,-0.0039032045021871
7.47829e+17,Starting working my new job today!,0.990946889,2,0,1,0.8631906161356584,-0.0039496214303023
4.55921e+17,First day at new job tmrw! What to wear?!,0.990856647,3,0,1,0.8626075352200107,-0.0039891728812419
6052145846.0,Good morning! Starting the second day at the new job! yay!,0.990849853,4,0,1,0.8625632116793271,-0.0039921507154571
1.1914e+18,First day at new job .,0.990846694,5,0,1,0.8625425820357974,-0.0039935353232774
8.61558e+17,Starting my new job today. Excited but very nervous!,0.990823746,6,0,1,0.8623923279602982,-0.0040035936958201
1.04172e+18,I start work today!!!!,0.990811467,7,0,1,0.8623116444002642,-0.0040089758185321
9.82638e+17,i start work today!!!! 🤙🏾,0.990787566,8,0,1,0.8621540185146205,-0.0040194522794504
6.04995e+17,First day of my new job tomorrow! Gotta be up bright and early at 4:30am!,0.990778089,9,0,1,0.8620913062215789,-0.0040236063772918
7.44318e+17,"Starting my new job next week! Little nervous, super excited",0.990772486,10,0,1,0.8620541724867663,-0.0040260623852411
4.97539e+17,Start my first day of work tomorrow. 👌,0.990760326,11,1,1,0.861973436352318,-0.0040313926233962
1.18968e+18,"I start work tomorrow, starting the morning shelf 7-3",0.990759134,12,1,1,0.8619655112964993,-0.0040319151305256
2.04624e+17,First day at the new job today. #LetsEat,0.990756214,13,1,1,0.8619460894107,-0.0040331951003107
5.60615e+17,I start my first day of work at my new job this friday whooo.,0.990742981,14,1,1,0.8618579267638317,-0.0040389957777913
1483834588.0,woo new job :) start training next week!!,0.990740657,15,1,1,0.861842418815274,-0.0040400145097723
4.20212e+17,First day at the new job! Woo!,0.990733743,16,1,1,0.8617962382515639,-0.0040430452953812
1.10422e+18,I start training at my new job tomorrow and I’m excited,0.990725875,17,1,1,0.8617436057989695,-0.0040464942972711
5.17152e+17,Start training at my new job tomorrow!!! Super excited,0.990721703,18,1,1,0.8617156629096655,-0.0040483231385674
2.35403e+17,First day at the new job today! #excited #Godisgood,0.990712464,19,1,1,0.8616536971259675,-0.004052373181496
9.07088e+17,Got the new job! Start in two weeks! 🤘🏻🤘🏻,0.990709662,20,1,1,0.861634880823151,-0.0040536014842613
8.6868e+17,first day at the new job tomorrow! 😊,0.990492523,101,2,1,0.8601425950754436,-0.0041487985021099
4.61125e+17,First day at my new job! Woo!,0.990490437,102,2,1,0.86012792187849,-0.0041497131372255
3.90509e+17,And I start my new job MONDAY!!! WOOOHOOO!!!,0.990489364,103,2,1,0.8601203716781618,-0.0041501836094421
4.96255e+17,First day at the new job! 😬,0.990487635,104,2,1,0.8601082018248182,-0.0041509417153258
4.58239e+17,First day at the new job! 😄💼👠💻,0.990487635,105,2,1,0.8601082018248182,-0.0041509417153258
1.63759e+17,First day at new job tomorrow. It's gonna be awesome.,0.990485966,106,2,1,0.8600964499724509,-0.0041516735145683
3.25981e+17,Tomorrow will be a new beginning! I start my new job tomorrow! #WorkingMan,0.990482807,107,2,1,0.8600741950262752,-0.0041530586310699
3.5835e+17,starting the new job wednesday! #Winning,0.990481973,108,2,1,0.860068317010873,-0.0041534243130867
4.91321e+17,"Got the job, starting Monday! #blessed",0.990481913,109,2,1,0.8600678940911218,-0.0041534506211573
7.83405e+17,start my new job tomorrow 😋😋,0.990480602,110,2,1,0.8600586519221477,-0.0041540254528984
6.29799e+17,"Yay! Monday I Start My New Job! 
💲🙌",0.990259469,317,3,1,0.8584609362786257,-0.0042509961190366
2.48077e+17,So i start my new job tomorrow and im excited!,0.990259051,318,3,1,0.8584578407411809,-0.00425117943981
841806101.0,Well I'm starting a new job in a couple weeks.  I get to work from home!,0.990257859,319,3,1,0.858449011661144,-0.0042517022114357
4.76134e+17,start my new job on Thursday 😁😁,0.990257025,320,3,1,0.8584428328459925,-0.0042520679765212
7.35848e+17,Start my new job tomorrow 💪🏽😌,0.990256906,321,3,1,0.8584419511210256,-0.0042521201660489
1.0491e+18,Start my new job tomorrow 🤞🏽🙃,0.990256906,322,3,1,0.8584419511210256,-0.0042521201660489
