,id,neg_model,pos_model,text,pos,neg
0,106,0.9843364953994751,0.015663547441363335,The Macys I got hired at is on a spree apply if you can,1,0
1,323,0.9937980771064758,0.0062019010074436665,I am looking for a self employed IFA who may want to work for a new dynamic wealth management company based in Nottingham. Know any??,1,0
2,327,0.9947313070297241,0.005268660839647055,I am looking for affordable #Wordpress Theme #designers. Looking to work with a #webdesigner that specializes in simplicity and #SEO.,1,0
3,331,0.9902353882789612,0.00976454745978117,Im searching for innovative individual who are seeking to run their own business. Come on now you know you tired of clocking in at work!,1,0
4,332,0.9900190830230713,0.009980903007090092,I am looking for a conservative online radio network to host a new radio show Either live or prerecorded 1-4 times a month. Know of any?,1,0
5,333,0.9860177636146545,0.013982303440570831,I am looking for a digital marketer that has run a marathon and worked on the Obama campaign. Any thoughts?,1,0
6,335,0.9968194961547852,0.00318048894405365,I am searching for three special project interns to work on #OETC14 and more! | Public Assembly http://t.co/x1sdyWerHy #cbusinternships,1,0
7,337,0.9964280724525452,0.0035719736479222775,I am looking for a local tweeter for hire? Looking to rec. someone for a 2 month gig for a nonprofit for a campaign. PT work.,1,0
8,338,0.9820330739021301,0.017966872081160545,I am looking for someone to do some carpentry work.,1,0
9,339,0.994939923286438,0.005060072522610426,I am looking for Lanyard Locket Ambassadors.  I am looking for 5 people who wear name badges in your workplace to... http://t.co/RM7uLKWSbK,1,0
10,340,0.9954647421836853,0.004535266198217869,I am currently looking for Networking Partners. I am looking to trade referrals. Looking for Web Developers CPAs Advertising Payroll....,1,0
11,342,0.994825005531311,0.005175021477043629,I am in search of a (contract) TECHNICAL WRITER for our API. (https://t.co/lina1qlupi) Looking for some recommendations from my network.,1,0
12,343,0.9923457503318787,0.0076542869210243225,I am looking to find a fellow wine fan who would like to collaborate on some blog work.  DM me for details.,1,0
13,344,0.9885634183883667,0.01143657322973013,I am in search of someone that would  like to pick up a few hours (6-12) per week working in our kids zone at Training Ground.  This will i…,1,0
14,346,0.9952806830406189,0.004719269461929798,I am seeking people who want to be LEADERS earn TIME &amp; FINANCIAL FREEDOM TRAVEL and HAVE FUN doing it!  #WorkHardPlayHarder,1,0
15,349,0.9954473376274109,0.004552585072815418,I am looking for FIVE new It Works business partners who are ready to become business owners… https://t.co/DP6G0t3jK5,1,0
16,352,0.9933819770812988,0.0066179996356368065,Im in search of people that want to work part-time. No sales. No start-up costs. I am offering a $25 sign on bonus and would like to get...,1,0
17,353,0.9920273423194885,0.007972599938511848,I am looking for a presentation layer architect familiar with Java technology who wants to work in Alpharetta.,1,0
18,357,0.9901280999183655,0.00987184513360262,Im looking to hire a TRIM carpenter. Im looking for someone with some talent and wants to work hard. Im NOT looking for a helper or...,1,0
19,361,0.9951556921005249,0.004844351671636105,I am looking for a PR person or company to work with for my upcoming Book and Gallery tour. Looking for any... http://t.co/lj2Tj6Z1tK,1,0
20,366,0.9890372157096863,0.010962776839733124,I am looking for a videographer who can do some outstanding music videos. I got a project I am working on,1,0
21,369,0.9970414042472839,0.0029585722368210554,Im searching for a part-time PE/dance teacher. Do you know anyone who would like to work 1-2 hours per day?... https://t.co/ocMOYXIsuh,1,0
22,372,0.9943859577178955,0.005614036228507757,I am currently looking for an intern to work 2-4 days a week for 3 months in Brooklyn. Stipend negotiable. Please RT.,1,0
