rank,tweet_id,text,score,point,class,Calibrated score,log_score
1,2.45289535162954e+17,I need to apply for a job at more places XD any suggestions?,0.997982621192932,0,1,0.9233710890737642,-0.0008770214237785
2,2500901517.0,I need help!! I need a job!! Any suggestions??,0.997974932193756,0,1,0.9213505229718357,-0.0008803674768124
3,4.50906003744502e+17,"I need a new job ASAP, any places hiring?",0.997969567775726,0,1,0.9199076703180447,-0.0008827019476848
4,5.91069041076396e+17,I need a new job any places hiring 😁,0.997967541217804,0,1,0.9193553710715389,-0.0008835838621688
5,1.22821319087131e+18,i need a new job 🤦🏾‍♀️,0.997962951660156,0,1,0.9180897235916836,-0.0008855811457095
6,4.73850110997066e+17,"I need a job, does anyone know where ? 😔",0.997957706451416,0,1,0.9166176765358871,-0.0008878637667174
7,4.90311125003542e+17,I need a job I be to bored what places hiring ?,0.997956395149231,0,1,0.9162453421294947,-0.000888434423844
8,9.85716633434849e+16,anybody know what places are hiring ? I need a new job!,0.997950255870819,0,1,0.9144787915127818,-0.0008911061467283
9,3.31799230610035e+17,"Anyone where there hiring at, i need a new job.",0.997948229312897,0,1,0.913887115208151,-0.0008919880782787
10,2.94471520519082e+17,I need to go job hunting ASAP I need a 2nd job,0.997946798801422,0,1,0.9134668790730316,-0.0008926106192753
11,1.10596057598778e+18,"I need a new job, anybody got any suggestions?",0.997945129871368,1,1,0.9129738861051064,-0.0008933369182324
12,3.8424194467668e+17,I need a job anyone know somewhere i can apply and maybe get the job,0.997941434383392,1,1,0.9118717600547782,-0.0008949451559596
13,8.80570036070625e+17,Anyone know any places hiring? I need a second job,0.997940957546234,1,1,0.9117284892947282,-0.0008951526709387
14,6.86687751777956e+17,Anyone hiring cause I need a new job.,0.997938215732574,1,1,0.910899937758559,-0.0008963458839938
15,9.13182380785046e+17,yo i need a new job 😅😅,0.997937977313995,1,1,0.9108275062185847,-0.0008964496418056
16,19840544399.0,soo i need a new job?,0.997937858104706,1,1,0.9107912673496779,-0.0008965015207206
17,2.16035368275935e+17,I need a second job anyone hiring,0.997936129570007,1,1,0.9102640689797346,-0.0008972537656882
18,3.07497359280067e+17,Omg I need another job!,0.99793529510498,1,1,0.9100083940863135,-0.0008976169188974
19,3.59065708786745e+17,@gperez182 word I need a new job,0.997934699058533,1,1,0.9098253028462564,-0.0008978763142324
20,1.16844147706146e+18,I need a jobbbbb. I need to move out,0.997934460639954,1,1,0.9097519573291217,-0.0008979800724099
101,1.72369905486807e+17,Dam i need a job!!,0.997909128665924,2,1,0.9015929238866913,-0.0009090045200134
102,3.36310267254292e+17,so who's hiring because I need a job!,0.997909128665924,2,1,0.9015929238866913,-0.0009090045200134
103,6359507754.0,I need a new job. Anyone out there hiring?,0.997909069061279,2,1,0.9015728449385169,-0.0009090304602203
104,7.42813512079118e+17,I need to find another job though,0.997909069061279,2,1,0.9015728449385169,-0.0009090304602203
105,8.14331921815732e+17,"Anyone know who's hiring, I need another job",0.9979088306427,2,1,0.9014924865378937,-0.0009091342210626
106,7.79674829851128e+17,Damn man I need a second job 😩,0.99790871143341,2,1,0.9014522817601665,-0.0009091861014933
107,3.26705607396712e+17,I need a new full time job....anyone know of any hiring??? ..,0.997908473014832,2,1,0.9013718210158634,-0.0009092898623724
108,1.98800039592726e+17,I need a job..help? Anyone?,0.997908234596252,2,1,0.901291291971353,-0.0009093936232772
109,2.86537989079839e+17,Omggg I need a new job like now.,0.997907519340515,2,1,0.9010492944798282,-0.000909704906139
110,3.38807364423647e+17,i seriously need a second job.,0.997906804084778,2,1,0.9008066802684487,-0.0009100161892238
317,3.63571453565739e+17,I need to get a job so I can get this apartment,0.997872233390808,3,1,0.8883140439811653,-0.0009250618043409
318,1.08522593153331e+17,"I need a job, who hiring?",0.997872233390808,3,1,0.8883140439811653,-0.0009250618043409
319,6.15305131173655e+17,I need a job!!😭😭😭😒,0.997872114181519,3,1,0.8882682627974521,-0.0009251136866739
320,5.84382228437676e+17,I swear i need a new job.,0.997872114181519,3,1,0.8882682627974521,-0.0009251136866739
321,4.80491758891979e+17,I need a job quick 😒,0.997871994972229,3,1,0.8882224623103327,-0.0009251655690135
322,4.34893402258154e+17,Everyone quiting I need a new job!,0.997871875762939,3,1,0.8881766425126736,-0.0009252174513593
323,3.5071873968939e+17,So pissed... I need another job,0.99787175655365,3,1,0.888130803397248,-0.0009252693337109
324,1.05446862396686e+18,i need to find a job ...,0.99787163734436,3,1,0.8880849449557557,-0.0009253212160691
325,4.94253177760281e+17,I just need a job.,0.99787163734436,3,1,0.8880849449557557,-0.0009253212160691
326,3.11653119442436e+17,Arghhhh I need a new job asap !!!,0.997871041297913,3,1,0.8878553625989755,-0.0009255806279519
1001,5.98103668563513e+17,I'm applying for a job today :o,0.997805416584015,4,1,0.8594015660445967,-0.0009541428240134
1002,2.00722456904876e+17,I need a damn job like for real !!,0.997805297374725,4,1,0.8593437494792694,-0.000954194709821
1003,3.99691527527469e+17,"Anyone hiring? I need a second job, weekends and/or nights",0.997805297374725,4,1,0.8593437494792694,-0.000954194709821
1004,7.95992826182042e+17,looking for a 2nd job 🤔,0.997805297374725,4,1,0.8593437494792694,-0.000954194709821
1005,6.79403559599886e+17,I spent to much money I gotta stop I need a better job anyways,0.997805178165436,4,1,0.8592859092403643,-0.0009542465956345
1006,3.34872423470088e+17,That or I need another job.,0.997805058956146,4,1,0.8592280453190971,-0.0009542984814545
1007,7.13168782114443e+17,😂😂 I need to find something to do 😐,0.997804939746857,4,0,0.8591701577086603,-0.0009543503672803
1008,7.38204028002275e+17,So I seriously need a job in Chicago,0.997804939746857,4,1,0.8591701577086603,-0.0009543503672803
1009,3.88033511829307e+17,@FyeeRedd I think he texted my phone but idk. And same here I need a new job!!,0.997804820537567,4,1,0.8591122464002711,-0.0009544022531128
1010,4.66382772098326e+17,Applying for jobs cause I need to find a job that isn't in nc lol,0.997804820537567,4,1,0.8591122464002711,-0.0009544022531128
2155,1.87638326793208e+17,I need a summer job in Athens... help!!!  :$,0.997726380825043,5,1,0.815513654921055,-0.0009885444747985
2156,1.12551362188959e+18,In need of a new job....does anyone know of anyone hiring?? #HiringNow #jobsearch,0.997726261615753,5,1,0.8154385481415559,-0.0009885963647163
2157,16028641393.0,need to hit up a concert or two this summer....any suggestions?,0.997726261615753,5,0,0.8154385481415559,-0.0009885963647163
2158,4.1412732375217e+17,I need a job.  This break is making me restless,0.997726261615753,5,1,0.8154385481415559,-0.0009885963647163
2159,1.21298618082602e+18,I need some company tonight or something to do 🤔,0.997726142406464,5,0,0.8153634131662632,-0.00098864825464
2160,2.46746609214423e+17,I need a new better paying job though.,0.997726142406464,5,1,0.8153634131662632,-0.00098864825464
2161,1.19805257052007e+18,I need a new job 😅😅 they keep fucking me over,0.997726142406464,5,1,0.8153634131662632,-0.00098864825464
2162,5.52888357857276e+17,"Job interview, or I might just interview the job !",0.997726142406464,5,1,0.8153634131662632,-0.00098864825464
2163,5.89617850198856e+17,I need a second job so I have something to do and have a reason to stay home on weekends,0.997726142406464,5,1,0.8153634131662632,-0.00098864825464
2164,1.06069591073532e+18,I’m a broke bitch.. I need a second job smh,0.997725903987884,5,1,0.815213058605017,-0.0009887520345066
4642,3.92306268268147e+17,I need to start looking for a new job !,0.997613906860352,6,1,0.7317451068802725,-0.0010375053689139
4643,1.10141814123663e+17,"New job, i need one",0.997613906860352,6,1,0.7317451068802725,-0.0010375053689139
4644,4.06455019089965e+17,But I need to find a date,0.997613787651062,6,0,0.7316426739243524,-0.001037557264682
4645,4.90186972582146e+17,Hi I'm Liam McGrother and I clean toilets for a living. I need a new job,0.997613787651062,6,1,0.7316426739243524,-0.001037557264682
4646,5.04285379575308e+17,I need a degree in psychology,0.997613787651062,6,0,0.7316426739243524,-0.001037557264682
4647,7.62086200312263e+17,@akaPsynal me too man. I need something to do :),0.997613787651062,6,0,0.7316426739243524,-0.001037557264682
4648,4.80595928059875e+17,Do anyone know of any apartments in hammond that are for rent?.. I'm tryna move out by the first...,0.997613787651062,6,0,0.7316426739243524,-0.001037557264682
4649,2.29690601128468e+17,I need to get a real job so I can move out of this house #asap,0.997613787651062,6,1,0.7316426739243524,-0.001037557264682
4650,7.72587074289623e+17,@nickshumaker32 I just need something to do 😂,0.997613668441772,6,0,0.7315402133224072,-0.0010376091604563
4651,4.21129917774844e+17,I need somewhere to live!!!!!,0.997613549232483,6,0,0.731437725083317,-0.0010376610562363
10001,3.53341624354472e+17,Anyone else have any pictures I'm in?,0.997466087341309,7,0,0.5877336597527577,-0.0011018608852261
10002,3.52537450163356e+17,I need a job but I don't have time for one because of dance.,0.997465968132019,7,1,0.5876084069390097,-0.0011019127886848
10003,1.15710586480693e+18,@WudaRoss If anyone knows me I'm pulling as soon as I touch the ball,0.997465968132019,7,0,0.5876084069390097,-0.0011019127886848
10004,6000739608.0,Going to Jacksonville beach Florida tomorrow anyone know of any good homo bars in that area,0.997465968132019,7,0,0.5876084069390097,-0.0011019127886848
10005,2.4595020659884e+17,I wonder if they hiring I want to do that lol,0.997465968132019,7,1,0.5876084069390097,-0.0011019127886848
10006,1.21513778269327e+18,@ShopifyDevs I need help...,0.99746584892273,7,0,0.5874831482991025,-0.0011019646921493
10007,7.53063754296914e+17,anyone know any good netflix shows or movies?,0.99746584892273,7,0,0.5874831482991025,-0.0011019646921493
10008,2.15527431480676e+17,I'm considering becoming of a community. Any advice/suggestions?,0.99746584892273,7,0,0.5874831482991025,-0.0011019646921493
10009,5.08122867465073e+17,i need a place to go for spring break so ??? maybe,0.99746584892273,7,0,0.5874831482991025,-0.0011019646921493
10010,7.45724051482522e+17,@KTKiffmeyer right. That's why I wanted to apply there lol. I have to see if there's any positions available.,0.99746584892273,7,1,0.5874831482991025,-0.0011019646921493
17783,1.18867630777063e+18,I need go to bowling and to the arcade ASAP,0.997324347496033,8,0,0.44091058094962754,-0.0011635784789118
17784,2.5259970813508e+17,I seriously need some new music.,0.997324347496033,8,0,0.44091058094962754,-0.0011635784789118
17785,6.7792651329201e+17,I hour till my phone interview. Wish me luck.,0.997324347496033,8,1,0.44091058094962754,-0.0011635784789118
17786,4.76911625547821e+17,as soon as i land in ohio im going to chipotle if anyone wants to join,0.997324347496033,8,0,0.44091058094962754,-0.0011635784789118
17787,3.1237332498031e+17,I need a new spot to hoop on the southside lee st gettin old.,0.997324228286743,8,0,0.4407935828299192,-0.0011636303897471
17788,6.87095694696542e+17,I need to find a aau team 🏀,0.997324228286743,8,0,0.4407935828299192,-0.0011636303897471
17789,8.52350534665294e+17,Anyone have any good suggestions for video editing software?,0.997324228286743,8,0,0.4407935828299192,-0.0011636303897471
17790,3.64483168587764e+17,Ahh interviewing for grad school tomorrow! #takeme,0.997324228286743,8,0,0.4407935828299192,-0.0011636303897471
17791,2.56063437682127e+17,dammit I need a haircut,0.997324228286743,8,0,0.4407935828299192,-0.0011636303897471
17792,1671576762.0,is looking for new modern cribs. Any suggestions?,0.997324109077454,8,0,0.4406766022795402,-0.0011636823005882
31623,2.94051878541595e+17,"Thinking about writing a quick tutorial for the Notebook, any suggestions?",0.997139573097229,9,0,0.28532946518588864,-0.0012440477230015
31624,1.54046439339725e+17,Thinking about girls names! Any ideas?,0.997139573097229,9,0,0.28532946518588864,-0.0012440477230015
31625,1.20276571100257e+18,@1adybtrd How do I apply?,0.997139573097229,9,0,0.28532946518588864,-0.0012440477230015
31626,1.29551331345039e+16,Looking in to developing android applications. Anyone have suggestions where to start?,0.997139573097229,9,0,0.28532946518588864,-0.0012440477230015
31627,2.99525170048152e+17,@justin__parsons same here bub I'm trying to find something to take when I get home,0.997139573097229,9,0,0.28532946518588864,-0.0012440477230015
31628,9.13087334857548e+17,"Looking for a future job as a computer programmer.
Is there any advice out there?",0.997139573097229,9,1,0.28532946518588864,-0.0012440477230015
31629,4.19220960965694e+17,@stringdusters is there anywhere that I can find recent setlists?,0.997139573097229,9,0,0.28532946518588864,-0.0012440477230015
31630,3.43955782792008e+17,"""@912gauge @B_SharpC Plus, I'm shooting for a job in the petroleum industry.",0.997139573097229,9,1,0.28532946518588864,-0.0012440477230015
31631,2.77123070156747e+17,I need to go shopping for clothes n shoes 😔,0.997139573097229,9,0,0.28532946518588864,-0.0012440477230015
31632,6.99761280203108e+17,Looking for apartments in the city 😍 gunna adopt me a kitty and live near forest park. YESSSS.,0.997139573097229,9,0,0.28532946518588864,-0.0012440477230015
56235,1397376399.0,hey team haro!  working on figuring out a place to meet up...anyone familiar with the area? maybe at the cnn center?,0.996884405612946,10,0,0.15274285416606856,-0.0013551976712201
56236,5.52726336796885e+17,@edelawder anything else on the list before I head out,0.996884405612946,10,0,0.15274285416606856,-0.0013551976712201
56237,4.32049399980495e+17,I need to get better at taking pics with my friends so I can post on Instagram more often 😂,0.996884286403656,10,0,0.152698029228868,-0.0013552496049645
